externalid,tranId,Customer,trandate,orderstatus,startdate,enddate,otherrefnum,memo,salesrep,opportunity,saleseffectivedate,leadsource,partner,Department,Class,Location,couponcode,promocode,discount-discountItem,discount-discountrate,itemLine_item,new_part,itemLine_quantity,itemLine_serialNumbers,itemLine_units,itemLine_salesPrice,itemLine_amount,itemLine_description,itemLine_isTaxable,itemLine_priceLevel,itemLine_department,itemLine_class,itemLine_location,itemLine_custom:Field Name,itemLine_custom:Field Name1,itemLine_custom:Field Name2,shipdate,shipcarrier,shipmethod,shipcomplete,shipaddresslist,shipattention,shipaddressee,shipAddr1,shipAddr2,shipCity,shipState,shipZip,shipCountry,shipPhone,terms,billattention,billAddressee,billAddr1,billAddr2,billCity,billState,billZip,billCountry,billPhone,currency,exchangerate,istaxable,taxitem,taxrate,tobeprinted,tobeemailed,email,tobefaxed,fax,customermessage,custbody_nsts_ci_exclude,custom:Field Name,custom:Field Name1,custom:Field Name2
71530,71530,0600014,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,28.29,28.29,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HIGHWAY,STATION #1,KING GEORGE,KING GEORGE,22485,USA,?,30,?,KING GEORGE CO FIRE RESCUE EMS,8122 KINGS HWY,ATTN: STEVEN D BASHAM,King George,VA,22485,USA,?,?,?,VA-NONTAX,?,?,Y,?,SBASHAM@CO.KINGGEORGE.STATE.VA.US,?,(540) 775-0862,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,437.22,437.22,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,3,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,20-MM01,,1,?,EACH,68,68,CARTRIDGE 1 CHEM. MED PLASTIC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,20-MS03,,1,?,EACH,81,81,CARTRIDGE 3 CHEM. SHORT PLAST,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,65-1230,,2,?,EACH,26.4,26.4,OIL COMP. (MSDS UPON REQUEST),?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,172,172,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71531,71531,0600099,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,3,3,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ATKINSON VOL. FIRE DEP,110 N FIRST STREET,,ATKINSON,ATKINSON,28421,USA,?,30,?,ATKINSON VOL FIRE DEPT,PO BOX 159,,Atkinson,NC,28421,USA,?,?,?,NC-PENDER,?,?,Y,?,AVFD@ATT.NET,?,(910) 283-7798,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,448.93,448.93,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. no CO. Was,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,Y,?,2110,,1,?,EACH,20.25,20.25,AIR INTAKE FILTER 6.5 X 3""H,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71532,71532,0603029,02/19/19,O,?,?,OUT OF SERVICE,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,150,150,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,JAMES ISLAND FIRE DEPT,1622 CAMP ROAD,,Charleston,Charleston,29412,USA,?,30,?,JAMES ISLAND FIRE DEPT,PO BOX 12140,ATTN: ACCTS PAYABLE,Charleston,SC,29422-2140,USA,?,?,?,SC-CHARLE,?,?,Y,?,PAWLOWSKIE@JIPSD.ORG,?,843-762-5240,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,531.97,531.97,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,1,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25886,N25886,1,?,EACH,46.8,46.8,Filter - intake H19 - H25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,172,172,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71533,71533,0600041,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,13.18,13.18,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SAINT JOHN'S FIRE DISTRICT #5,4550 RIVER ROAD,,Johns Island,Johns Island,29455,USA,?,30,?,SAINT JOHNS FIRE DISTRICT,PO BOX 56,,Johns Island,SC,29457,USA,?,?,?,SC-CHARLE,?,?,Y,?,,?,(843) 559-3687,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,367.72,367.72,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,1,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,83,83,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71535,71535,0603054,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,11.42,11.42,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,EDISTO ISLAND,EDISTO ISLAND,29438,USA,?,30,?,EDISTO BEACH FIRE DEPT,2414 MURRAY STREET,,Edisto Island,SC,29438,USA,?,?,?,SC-COLL,?,?,Y,?,,?,843-869-3855,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,20-ML03,,1,?,EACH,69.98,69.98,CARTRIDGE 3 CHEM. LONG PLASTI,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,65-1230,,1,?,EACH,26.4,26.4,OIL COMP. (MSDS UPON REQUEST),?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,172,172,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,357.19,357.19,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,9.09,9.09,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71536,71536,0614961,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CENTER VOL FIRE DEPT,2265 US HIGHWAY 64 WEST,,MOCKSVILLE,MOCKSVILLE,27028,USA,?,30,?,CENTER VOL FIRE DEPT,PO BOX 1313,,Mocksville,NC,27028,USA,?,?,?,NC-DAVIE,?,?,Y,?,,?,,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,N,?,BAS-PMPA2,,1,?,EACH,274.5,274.5,Semi Annual  Preventative Main,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,XAT1,,1,?,EACH,128,128,Air test - Single.  Air test c,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,80114,080114,1,?,EACH,91,91,Cartridge - P31 Jumbo Triplex,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,N25326KIT,,1,?,EACH,32.75,32.75,Kit Oil Filter Bauer Gen II,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,M301,,1,?,EACH,4.5,4.5,O-ring - chamber Mako/Bauer.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
